"","sa2_area","total_pop","male","female","overseas","childcare","employ","oc_positive","oc_negative","sp_male","sp_female","sp_total","student","age0","age10","age20","age30","age40","age50","age60","age70","age80","age90","age100","below_median_inc","above_median_rent","yr12_perc","bach_perc","IRSD","IRSAD","major_cities","inner_regional","outer_regional","remote","very_remote","SA2_MAINCODE_2016","SA2_5DIGIT","GCC_NAME","time_to_orange","time_to_nowra","time_to_canberra","time_to_port","time_to_rpa","time_to_westmead","shortest_time"
"44","Bateau Bay - Killarney Vale",22010,47.296683325761,52.6851431167651,17.219445706497,23.8982280781463,2.88050885960927,69.1639763998664,3.58454859178448,0.922308041799182,5.12494320763289,6.04725124943208,22.1581099500227,2858,2603,2344,2696,2631,2805,2629,1804,1264,363,15,0.683513302905488,0.102081709896471,0.295093139482054,0.0929577464788732,"4","4",1,0,0,0,0,102021044,11044,"Greater Sydney",16785.8125273025s (~4.66 hours),12715.3125273025s (~3.53 hours),16943.7125273025s (~4.71 hours),13540.6567528213s (~3.76 hours),5412.11252730251s (~1.5 hours),4810.61252730251s (~1.34 hours),4810.61252730251s (~1.34 hours)
"45","Blue Haven - San Remo",11044,48.4335385729808,51.5845708076784,15.6736689605215,25.9235784136183,4.16515755161173,69.3046125029267,4.44860688363381,1.0775081492213,6.1481347337921,7.2256428830134,26.4034770010866,1722,1742,1486,1330,1502,1269,1037,664,247,37,0,0.736595645047998,0.122687895106532,0.2300796812749,0.041017747193046,"2","2",1,0,0,0,0,102021045,11045,"Greater Sydney",16873.5541397801s (~4.69 hours),12803.0541397801s (~3.56 hours),17031.4541397801s (~4.73 hours),12764.6357811506s (~3.55 hours),5499.85413978006s (~1.53 hours),4898.35413978006s (~1.36 hours),4898.35413978006s (~1.36 hours)
"46","Budgewoi - Buff Point - Halekulani",9405,49.3354598617756,50.6858054226475,17.7671451355662,23.0728335991494,3.68952684742158,70.6398104265403,3.53080568720379,0.988835725677831,4.65709728867624,5.64593301435407,19.3726741095162,1098,1015,982,1005,1082,1298,1281,1078,490,78,0,0.71303317535545,0.0504739336492891,0.241360978203083,0.0626262626262626,"3","2",1,0,0,0,0,102021046,11046,"Greater Sydney",17082.8058063828s (~4.75 hours),13012.3058063828s (~3.61 hours),17240.7058063827s (~4.79 hours),12841.3100864553s (~3.57 hours),5709.10580638275s (~1.59 hours),5107.60580638275s (~1.42 hours),5107.60580638275s (~1.42 hours)
"47","Chittaway Bay - Tumbi Umbi",15353,48.4205041359995,51.5990360190191,16.3160294405002,25.467335374194,2.99615710284635,74.569692878839,2.61559230509619,0.781606200742526,3.75170976356412,4.53331596430665,24.6466488634143,2009,2045,1764,1760,2029,2154,1712,1086,637,147,0,0.643941950725616,0.0919676004049949,0.319025597603074,0.0976356412427539,"6","5",1,0,0,0,0,102021047,11047,"Greater Sydney",16417.4819390149s (~4.56 hours),12346.9819390149s (~3.43 hours),16575.3819390149s (~4.6 hours),13172.8696507688s (~3.66 hours),5043.78193901486s (~1.4 hours),4442.28193901486s (~1.23 hours),4442.28193901486s (~1.23 hours)
"48","Gorokan - Kanwal - Charmhaven",22114,48.13692683368,51.8585511440716,20.5164149407615,21.5745681468753,3.70805824364656,66.5993409163389,4.45412990326353,1.00841096138193,5.17771547436013,6.18612643574206,21.1042778330469,2590,2744,2660,2319,2652,2807,2719,2032,1251,332,3,0.710853619644945,0.0659083661103434,0.242425612734015,0.0574296825540382,"2","1",1,0,0,0,0,102021048,11048,"Greater Sydney",16945.8119534715s (~4.71 hours),12875.3119534715s (~3.58 hours),17103.7119534715s (~4.75 hours),12885.8050556712s (~3.58 hours),5572.11195347153s (~1.55 hours),4970.61195347153s (~1.38 hours),4970.61195347153s (~1.38 hours)
"49","Jilliby - Yarramalong",3352,50.2684964200477,49.6718377088305,20.0178997613365,25.417661097852,1.6109785202864,72.2176422093982,2.1434460016488,0.74582338902148,1.49164677804296,2.23747016706444,25.1193317422434,385,524,307,332,548,580,416,200,58,0,0,0.49876339653751,0.0280296784830998,0.356503579952267,0.134248210023866,"9","8",0.390766694146744,0.610057708161583,0,0,0,102021049,11049,"Greater Sydney",16961.6630157317s (~4.71 hours),12891.1630157317s (~3.58 hours),17119.5630157317s (~4.76 hours),13123.892549718s (~3.65 hours),5587.96301573167s (~1.55 hours),4986.46301573167s (~1.39 hours),4986.46301573167s (~1.39 hours)
"50","Lake Munmorah - Mannering Park",10730,48.5647716682199,51.4352283317801,18.1081081081081,20.9785647716682,3.01957129543336,73.525721455458,2.8021748222501,0.848089468779124,4.08201304753029,4.93010251630941,18.9095992544268,1119,1158,1063,981,1147,1397,1546,1590,656,68,0,0.723755750731911,0.0434964450020912,0.229356943150047,0.0595526561043802,"3","2",1,0,0,0,0,102021050,11050,"Greater Sydney",17311.1815497811s (~4.81 hours),13240.6815497811s (~3.68 hours),17469.0815497811s (~4.85 hours),12839.6414082146s (~3.57 hours),5937.48154978113s (~1.65 hours),5335.98154978113s (~1.48 hours),5335.98154978113s (~1.48 hours)
"51","Ourimbah - Fountaindale",4860,49.6502057613169,50.3497942386831,19.4855967078189,25.9259259259259,2.71604938271605,73.3974358974359,3.47222222222222,0.864197530864197,3.49794238683128,4.36213991769547,27.1604938271605,609,677,644,541,682,750,548,286,103,13,0,0.595619658119658,0.077991452991453,0.393827160493827,0.153086419753086,"7","7",0.891025641025641,0.109508547008547,0,0,0,102021051,11051,"Greater Sydney",16094.1392394656s (~4.47 hours),12023.6392394656s (~3.34 hours),16252.0392394656s (~4.51 hours),13208.5621788284s (~3.67 hours),4720.43923946557s (~1.31 hours),4118.93923946557s (~1.14 hours),4118.93923946557s (~1.14 hours)
"52","Summerland Point - Gwandalan",5765,50.2688638334779,49.7831743278404,15.5941023417173,24.2844752818734,3.52124891587164,74.7407714641228,2.28121111571962,0.901994796183868,3.86816999132697,4.77016478751084,21.335646140503,662,726,581,570,775,792,849,578,199,28,0,0.707590211530485,0.0647034425549565,0.249262792714657,0.0638334778837814,"4","3",1,0,0,0,0,102021052,11052,"Greater Sydney",17679.95625s (~4.91 hours),13609.45625s (~3.78 hours),17837.85625s (~4.95 hours),13012.35625s (~3.61 hours),6306.25625s (~1.75 hours),5704.75625s (~1.58 hours),5704.75625s (~1.58 hours)
"53","The Entrance",14942,48.0993173604604,51.8872975505287,21.3759871503146,20.8138134118592,3.47343059831348,62.4726177437021,4.35377875136911,1.18458037745951,5.35403560433677,6.53861598179628,18.1769508767233,1612,1495,1620,1679,1854,2037,2130,1539,825,146,4,0.67565717415115,0.122398685651698,0.29125953687592,0.0956364609824655,"2","2",1,0,0,0,0,102021053,11053,"Greater Sydney",16948.1106617647s (~4.71 hours),12877.6106617647s (~3.58 hours),17106.0106617647s (~4.75 hours),13567.9775868984s (~3.77 hours),5574.41066176471s (~1.55 hours),4972.91066176471s (~1.38 hours),4972.91066176471s (~1.38 hours)
"54","Toukley - Norah Head",9772,48.7617683176422,51.1870650839132,20.2005730659026,20.0163733115022,3.13139582480557,65.5590480466996,3.861697350696,1.0130986492018,4.74826033565289,5.76135898485469,17.5296766270978,1051,915,1027,977,1075,1275,1419,1111,725,175,5,0.680062864840593,0.0675797036371801,0.244883340155546,0.0733729021694638,"2","2",1,0,0,0,0,102021054,11054,"Greater Sydney",17327.0025583299s (~4.81 hours),13256.5025583299s (~3.68 hours),17484.9025583299s (~4.86 hours),13150.7224928367s (~3.65 hours),5953.30255832992s (~1.65 hours),5351.80255832992s (~1.49 hours),5351.80255832992s (~1.49 hours)
"55","Tuggerah - Kangy Angy",5301,48.8775702697604,51.1224297302396,24.3916242218449,24.5614035087719,3.01829843425769,72.2855726326227,2.82597917699554,0.754574608564422,4.09356725146199,4.84814186002641,25.9196378041879,742,752,664,663,737,625,532,395,162,32,0,0.642538423401091,0.161626177491324,0.346727032635352,0.117336351631768,"6","6",1,0,0,0,0,102021055,11055,"Greater Sydney",16240.800660502s (~4.51 hours),12170.300660502s (~3.38 hours),16398.700660502s (~4.56 hours),12939.6392715607s (~3.59 hours),4867.10066050198s (~1.35 hours),4265.60066050198s (~1.18 hours),4265.60066050198s (~1.18 hours)
"56","Warnervale - Wadalba",15219,48.3080360076221,51.672251790525,19.2785334121821,27.5313752546159,2.80570339706945,78.2510790016889,2.45824732595234,0.630790459294303,3.96872330639332,4.59951376568763,28.7798147053026,2477,2458,1542,2070,2260,1588,1292,1017,423,91,3,0.638768999812348,0.216175642709702,0.297062881923911,0.0833169064984559,"5","6",1,0,0,0,0,102021056,11056,"Greater Sydney",16787.7204309552s (~4.66 hours),12717.2204309552s (~3.53 hours),16945.6204309552s (~4.71 hours),12745.3590132703s (~3.54 hours),5414.0204309552s (~1.5 hours),4812.5204309552s (~1.34 hours),4812.5204309552s (~1.34 hours)
"57","Wyong",8815,48.8372093023256,51.1741349971639,22.8020419739081,22.0986954055587,4.15201361315939,63.6241970021413,4.7644539614561,1.14577424844016,5.86500283607487,7.01077708451503,22.3482699943279,1102,1145,1141,988,1166,1201,1041,693,293,51,0,0.700749464668094,0.0936830835117773,0.272149744753261,0.0709018718094158,"1","1",1,0,0,0,0,102021057,11057,"Greater Sydney",16547.7782549729s (~4.6 hours),12477.2782549729s (~3.47 hours),16705.6782549729s (~4.64 hours),13053.8715076854s (~3.63 hours),5174.07825497288s (~1.44 hours),4572.57825497288s (~1.27 hours),4572.57825497288s (~1.27 hours)
"58","Bathurst",23830,49.5929500629459,50.4154427192614,17.0247587075115,22.0688208140999,3.03818715904322,70.7731434384537,2.33977619532045,0.721779269827948,3.96558959295006,4.68736886277801,25.9672681493915,2901,3100,4082,2870,2810,2827,2483,1628,928,197,9,0.629501525940997,0.0418107833163784,0.364372639530004,0.14158623583718,"4","4",0,1,0,0,0,103011058,11058,"Rest of NSW",2783.35239416488s (~46.39 minutes),15266.8750704166s (~4.24 hours),13855.7885567747s (~3.85 hours),25930.5033673855s (~7.2 hours),11064.7033673855s (~3.07 hours),9813.60336738555s (~2.73 hours),2783.35239416488s (~46.39 minutes)
"59","Bathurst - East",11186,49.5887716788843,50.4469873055605,13.9281244412659,26.3007330591811,2.74450205614161,75.6566147859922,3.16147859922179,0.840336134453782,3.95136778115502,4.7917039156088,28.1065617736456,1777,1794,1266,1337,1495,1263,1137,667,375,79,3,0.6284046692607,0.066147859922179,0.306186304308958,0.107276953334525,"4","4",0,1,0,0,0,103011059,11059,"Rest of NSW",3228.9212267958s (~53.82 minutes),14974.8587839656s (~4.16 hours),14002.4965742983s (~3.89 hours),25603.8033001524s (~7.11 hours),10738.0033001525s (~2.98 hours),9486.90330015245s (~2.64 hours),3228.9212267958s (~53.82 minutes)
"60","Bathurst Region",6913,52.885867206712,47.128598293071,18.0963402285549,22.5372486619413,2.14089396788659,72.2860318636532,2.11189329381252,0.882395486764068,1.79372197309417,2.67611745985824,22.0454216693187,725,988,528,636,1057,1185,1043,573,150,24,0,0.584660985550204,0.0111152278621712,0.309995660350065,0.127151743092724,"7","6",0,0.870692849203409,0.129307150796591,0,0,103011060,11060,"Rest of NSW",3976.85365286855s (~1.1 hours),15306.9409876543s (~4.25 hours),14172.3558315178s (~3.94 hours),26107.4667538126s (~7.25 hours),11621.4078140886s (~3.23 hours),10370.5628031954s (~2.88 hours),3976.85365286855s (~1.1 hours)
"61","Oberon",4663,51.940810636929,48.059189363071,21.8743298305812,20.4803774394167,2.68067767531632,70.4133064516129,2.77217741935484,0.900707698906283,3.00235899635428,3.90306669526056,17.906926871113,555,547,536,435,565,602,740,469,181,39,3,0.607358870967742,0.00806451612903226,0.247694617199228,0.0701265279862749,"3","3",0,0.912298387096774,0.0871975806451613,0,0,103011061,11061,"Rest of NSW",5784.66373602751s (~1.61 hours),12952.9378976784s (~3.6 hours),12454.1752794497s (~3.46 hours),25491.6059329321s (~7.08 hours),10447.3794926913s (~2.9 hours),9203.30399828031s (~2.56 hours),5784.66373602751s (~1.61 hours)
"62","Condobolin",6637,50.3088744914871,49.6459243634172,16.5737532017478,20.5815880668977,2.75726985083622,66.3124335812965,3.50690754516472,0.934156998643966,3.29968359198433,4.2338405906283,19.3159560042188,999,769,715,747,710,887,837,588,330,55,0,0.630180658873539,0.00212539851222104,0.24212746722917,0.0643362965195118,"2","2",0,0,0.547290116896918,0.454126815444563,0,103021062,11062,"Rest of NSW",11926.1597863698s (~3.31 hours),27251.946998646s (~7.57 hours),20987.4161576651s (~5.83 hours),38135.6565367835s (~10.59 hours),25513.1041221604s (~7.09 hours),24288.0902963743s (~6.75 hours),11926.1597863698s (~3.31 hours)
"63","Cowra",9144,48.2939632545932,51.7935258092738,14.9606299212598,19.4663167104112,2.85433070866142,72.3114355231144,2.06812652068127,0.89676290463692,3.99168853893263,4.88845144356955,19.2366579177603,1094,1084,924,853,1038,1196,1305,945,565,138,6,0.710948905109489,0.00656934306569343,0.232720909886264,0.0705380577427822,"2","1",0,1,0,0,0,103021063,11063,"Rest of NSW",4583.62017639373s (~1.27 hours),15777.3613349303s (~4.38 hours),9480.26133493031s (~2.63 hours),31059.1370426829s (~8.63 hours),16193.3370426829s (~4.5 hours),14942.2370426829s (~4.15 hours),4583.62017639373s (~1.27 hours)
"64","Cowra Region",5449,50.8900715727656,49.1099284272344,14.956872820701,19.4714626536979,2.38575885483575,72.2706517227065,2.24159402241594,0.807487612405946,2.95467058175812,3.76215819416407,20.0770783630024,596,692,415,454,696,856,868,619,205,44,0,0.707347447073475,0.0012453300124533,0.241695723986052,0.0868049183336392,"3","3",0,0.38854296388543,0.610211706102117,0,0,103021064,11064,"Rest of NSW",4403.79783922359s (~1.22 hours),17242.2396630654s (~4.79 hours),10983.7073429775s (~3.05 hours),31792.8378685223s (~8.83 hours),16916.8717451016s (~4.7 hours),15675.9378685222s (~4.35 hours),4403.79783922359s (~1.22 hours)
"65","Forbes",10166,50.1475506590596,49.8229392091285,14.2238835333464,20.2242770017706,2.40999409797364,71.0715112242536,2.29113631103911,0.885303954357663,3.31497147353925,4.20027542789691,21.4243556954554,1337,1344,1061,1003,1143,1367,1311,982,511,94,8,0.653783846331868,0.00231427910205971,0.25388550068857,0.0775132795593154,"3","3",0,0,1,0,0,103021065,11065,"Rest of NSW",6037.69000687826s (~1.68 hours),21307.9338999705s (~5.92 hours),15010.8338999705s (~4.17 hours),34192.2496904785s (~9.5 hours),19675.8826274934s (~5.47 hours),18424.7826274934s (~5.12 hours),6037.69000687826s (~1.68 hours)
"66","Grenfell",3650,50.027397260274,50,15.7260273972603,20.1917808219178,2.10958904109589,74.3034055727554,1.42414860681115,0.767123287671233,2.52054794520548,3.28767123287671,17.8082191780822,410,386,242,334,402,547,626,453,211,50,0,0.695975232198142,0,0.252876712328767,0.0786301369863014,"3","3",0,0,1,0,0,103021066,11066,"Rest of NSW",8222.17928176796s (~2.28 hours),18795.7528453039s (~5.22 hours),12498.6528453039s (~3.47 hours),34677.1617955801s (~9.63 hours),19705.2711049724s (~5.47 hours),18556.554198895s (~5.15 hours),8222.17928176796s (~2.28 hours)
"67","Parkes (NSW)",10983,48.2563962487481,51.6798688882819,15.2326322498407,21.8883729399982,3.11390330510789,69.04659188956,2.86885245901639,0.87407812073204,4.11545115178002,4.98952927251206,22.3982518437585,1583,1479,1261,1266,1272,1385,1182,883,539,124,0,0.630284728213978,0.00625539257981018,0.250751160885004,0.0755713375216243,"2","2",0,0,1,0,0,103021067,11067,"Rest of NSW",5061.07674227931s (~1.41 hours),21449.1754759953s (~5.96 hours),15152.0754759953s (~4.21 hours),32411.9602350369s (~9 hours),18701.6767422793s (~5.19 hours),17450.5767422793s (~4.85 hours),5061.07674227931s (~1.41 hours)
"68","Parkes Region",3383,51.6996748448123,48.4185634052616,16.8193910730121,19.2137156370086,3.39934968962459,70.362765229295,2.6009582477755,1.15282293822051,2.83771800177357,3.99054093999409,20.3369790127106,406,449,266,289,409,564,529,301,138,25,0,0.64476386036961,0,0.248891516405557,0.0724209281702631,"3","3",0,0,1,0,0,103021068,11068,"Rest of NSW",6845.09594674556s (~1.9 hours),23315.6041715976s (~6.48 hours),17211.7864497041s (~4.78 hours),32711.6709171598s (~9.09 hours),20436.2790236686s (~5.68 hours),19185.1790236686s (~5.33 hours),6845.09594674556s (~1.9 hours)
"69","West Wyalong",5929,49.8060381177264,50.0927643784787,17.9288244223309,20.9647495361781,1.50109630629111,69.8720434276851,1.9387359441644,1.01197503794906,2.76606510372744,3.77804014167651,20.3744307640412,812,747,535,629,677,851,760,515,332,74,0,0.604497867390461,0.00426521907716169,0.22111654579187,0.0661157024793388,"4","4",0,0,0.978673904614192,0.0209383481969756,0,103021069,11069,"Rest of NSW",11684.9629760701s (~3.25 hours),21619.1537074486s (~6.01 hours),15322.0537074486s (~4.26 hours),39395.2748567577s (~10.94 hours),23367.4537074486s (~6.49 hours),23146.2342938996s (~6.43 hours),11684.9629760701s (~3.25 hours)
"70","Lithgow",12814,50.4838457936632,49.5239581707507,19.1587326361792,20.7741532698611,3.30888091150304,71.1122918880623,2.76301806588735,0.95988762291244,4.47167160917746,5.4315592320899,18.3081005150616,1490,1379,1548,1340,1532,1793,1654,1306,642,133,0,0.679596174282678,0.0115125752745306,0.233728734196972,0.0687529264866552,"1","1",0,1,0,0,0,103031070,11070,"Rest of NSW",5889.51368839056s (~1.64 hours),13956.7609281321s (~3.88 hours),15440.2696877677s (~4.29 hours),22810.7605543876s (~6.34 hours),8021.9862493187s (~2.23 hours),6770.87279451842s (~1.88 hours),5889.51368839056s (~1.64 hours)
"71","Lithgow Region",8262,51.0651174049867,49.0317114500121,22.3795691115953,20.5156136528686,2.7838295812152,67.5838349097163,3.26741186586414,0.835148874364561,3.00169450496248,3.83684337932704,19.4868070685064,923,991,729,781,1073,1385,1319,766,258,32,0,0.595012897678418,0.00716537689882488,0.235899297990801,0.0768579036552893,"3","3",0,0.953854972771568,0.0461450272284322,0,0,103031071,11071,"Rest of NSW",5966.70577643504s (~1.66 hours),14865.4886163142s (~4.13 hours),15307.940652568s (~4.25 hours),23653.2971480363s (~6.57 hours),8965.69613293051s (~2.49 hours),7713.57986706949s (~2.14 hours),5966.70577643504s (~1.66 hours)
"72","Mudgee",11727,48.8189647821267,51.1810352178733,17.1228788266394,23.3222478042125,2.56672635797732,70.1498501498502,1.83816183816184,0.656604417156988,3.62411528950286,4.28071970665984,21.4206531934851,1848,1391,1402,1582,1480,1436,1084,909,486,108,4,0.575424575424575,0.0647352647352647,0.28634774452119,0.0992581222819135,"4","4",0,1,0,0,0,103031072,11072,"Rest of NSW",8939.48401939105s (~2.48 hours),20008.655307025s (~5.56 hours),19796.755307025s (~5.5 hours),23350.6571015479s (~6.49 hours),14073.855307025s (~3.91 hours),12822.755307025s (~3.56 hours),8939.48401939105s (~2.48 hours)
"73","Mudgee Region - East",3445,51.3207547169811,48.6502177068215,21.9158200290276,18.2293178519594,3.65747460087083,68.4049079754601,3.06748466257669,1.01596516690856,3.65747460087083,4.67343976777939,17.3294629898404,342,381,238,282,444,534,581,472,144,25,0,0.682208588957055,0,0.213933236574746,0.062699564586357,"1","1",0,0.394478527607362,0.607975460122699,0,0,103031073,11073,"Rest of NSW",7626.5884287812s (~2.12 hours),18585.4517474303s (~5.16 hours),18467.238825257s (~5.13 hours),21849.1462555066s (~6.07 hours),12662.5315712188s (~3.52 hours),11412.5762408223s (~3.17 hours),7626.5884287812s (~2.12 hours)
